rating;user;place
3;Jamaal Singh;Kebun Binatang Ragunan
3;Jamaal Singh;Kebun Binatang Bandung
1;Jamaal Singh;Pantai Kukup
3;Jamaal Singh;Pantai Ria Kenjeran
5;Jamaal Singh;Pantai Greweng
3;Jamaal Singh;Candi Sewu
4;Jamaal Singh;Wisata Alam Kalibiru
3;Jamaal Singh;De Mata Museum Jogja
1;Jamaal Singh;Situs Warungboto
5;Jamaal Singh;Taman Air Mancur Menari Kenjeran
1;Jamaal Singh;Pantai Pok Tunggal
4;Jamaal Singh;Dago Dreampark
1;Jamaal Singh;Ocean Ecopark
3;Jamaal Singh;Kawasan Wisata Sosrowijayan
4;Jamaal Singh;Pantai Ngrenehan
5;Jamaal Singh;NuArt Sculpture Park
4;Jamaal Singh;Babakan Siliwangi City Forest Path Bandung
3;Jamaal Singh;Pantai Nguluran
5;Jamaal Singh;Gereja Tiberias Indonesia Bandung
2;Jamaal Singh;Museum Kereta Ambarawa
4;Jamaal Singh;Selasar Sunaryo Art Space
2;Jamaal Singh;La Kana Chapel
3;Jamaal Singh;Curug Dago
3;Jamaal Singh;Tugu Pal Putih Jogja
2;Jamaal Singh;Pantai Greweng
4;Clint Carr;Air Mancur Menari
2;Clint Carr;Goa Cerme
1;Clint Carr;Bangsal Pagelaran
2;Clint Carr;Waterpark Kenjeran Surabaya
5;Clint Carr;Gedung Sate
1;Clint Carr;Jembatan Merah
1;Clint Carr;Bukit Moko
2;Clint Carr;Candi Ijo
2;Clint Carr;Museum Perangko
5;Clint Carr;Taman Film
2;Clint Carr;Pantai Krakal
1;Clint Carr;Upside Down World Bandung
1;Clint Carr;Kawasan Malioboro
2;Clint Carr;Museum Perangko
2;Clint Carr;Museum Tekstil
3;Clint Carr;Jogja Bay Pirates Adventure Waterpark
4;Clint Carr;Atlantis Land Surabaya
1;Clint Carr;Taman Sejarah Bandung
4;Clint Carr;Pantai Krakal
3;Clint Carr;Taman Kasmaran
2;Clint Carr;Masjid Muhammad Cheng Hoo
2;Clint Carr;Pantai Greweng
3;Clint Carr;Pantai Cipta
4;Clint Carr;Pasar Kebon Empring Bintaran
5;Clint Carr;Wisata Kuliner Pecenongan
1;Clint Carr;Pulau Bidadari
5;Clint Carr;Curug Cimahi
5;Clint Carr;Taman Hiburan Rakyat
5;Clint Carr;Watu Lumbung
2;Clint Carr;Taman Hutan Tebet
3;Clint Carr;Jakarta Aquarium dan Safari
5;Clint Carr;Pantai Baron
3;Clint Carr;GPIB Immanuel Semarang (Gereja Blenduk)
4;Clint Carr;Puspa Iptek Sundial
5;Clint Carr;Kampung Batu Malakasari
2;Clint Carr;Gunung Papandayan
3;Danilo Leach;Lawang Sewu
3;Danilo Leach;Monumen Selamat Datang
2;Danilo Leach;Monumen Palagan Ambarawa
2;Danilo Leach;Green Village Gedangsari
2;Danilo Leach;Taman Bungkul
4;Danilo Leach;Taman Mini Indonesia Indah (TMII)
5;Danilo Leach;Dusun Bambu
4;Danilo Leach;Pemandian Air Panas Cimanggu
4;Danilo Leach;Wisata Agro Edukatif Istana Susu Cibugary
4;Danilo Leach;Kota Mini
4;Danilo Leach;The Lodge Maribaya
2;Danilo Leach;Pantai Nguluran
5;Danilo Leach;Jakarta Planetarium
3;Danilo Leach;Kebun Binatang Bandung
5;Danilo Leach;Rainbow Garden
4;Danilo Leach;Masjid Muhammad Cheng Hoo
1;Danilo Leach;Pantai Depok Jogja
3;Danilo Leach;Pantai Pulang Sawal
1;Danilo Leach;Watu Goyang
5;Danilo Leach;Alive Museum Ancol
4;Danilo Leach;Pulau Pelangi
5;Danilo Leach;Wisata Eling Bening
4;Danilo Leach;Curug Anom
4;Danilo Leach;Mall Thamrin City
3;Danilo Leach;Margasatwa Muara Angke
2;Danilo Leach;Watu Gunung Ungaran
5;Danilo Leach;Lembang Park & Zoo
5;Danilo Leach;Patung Buddha Empat Rupa
4;Danilo Leach;Wisata Agro Edukatif Istana Susu Cibugary
4;Danilo Leach;Hutan Wisata Tinjomoyo Semarang
2;Danilo Leach;Kebun Teh Nglinggo
2;Danilo Leach;Hutan Bambu Keputih
1;Doreen Walker;Plaza Indonesia
5;Doreen Walker;Kebun Binatang Bandung
3;Doreen Walker;Gedung Sate
5;Doreen Walker;Alun-Alun Kota Bandung
5;Doreen Walker;Masjid Kapal Semarang
3;Doreen Walker;Gunung Manglayang
3;Doreen Walker;Rainbow Garden
5;Doreen Walker;Danau Rawa Pening
1;Doreen Walker;Candi Prambanan
4;Doreen Walker;Alun Alun Selatan Yogyakarta
5;Doreen Walker;Goa Pindul
3;Doreen Walker;Obyek Wisata Goa Kreo
1;Doreen Walker;Bukit Lintang Sewu
4;Doreen Walker;Candi Donotirto
2;Doreen Walker;Ekowisata Mangrove Wonorejo
4;Doreen Walker;Tugu Muda Semarang
5;Doreen Walker;Pantai Depok Jogja
3;Doreen Walker;Monumen Perjuangan Rakyat Jawa Barat
5;Doreen Walker;Pulau Pelangi
2;Doreen Walker;Candi Ratu Boko
1;Doreen Walker;Kidzania
4;Doreen Walker;Taman Kunang-Kunang
2;Leon Davenport;Gua Maria Kerep Ambarawa
5;Leon Davenport;Museum Kereta Ambarawa
5;Leon Davenport;Taman Lalu Lintas Ade Irma Suryani Nasution
3;Leon Davenport;Monumen Palagan Ambarawa
5;Leon Davenport;Monumen Perjuangan Rakyat Jawa Barat
3;Leon Davenport;Curug Bugbrug
5;Leon Davenport;Heha Sky View
2;Leon Davenport;Pantai Baruna
3;Leon Davenport;Desa Wisata Pulesari
5;Leon Davenport;The World Landmarks - Merapi Park Yogyakarta
2;Leon Davenport;Gunung Papandayan
1;Leon Davenport;Monumen Perjuangan Rakyat Jawa Barat
5;Leon Davenport;Pantai Glagah
2;Leon Davenport;Taman Sungai Mudal
3;Leon Davenport;Museum Barli
2;Leon Davenport;Watu Goyang
3;Leon Davenport;Pantai Parangtritis
1;Leon Davenport;Monumen Sanapati
4;Leon Davenport;Museum Fatahillah
3;Leon Davenport;Air Terjun Kedung Pedut
2;Leon Davenport;Rainbow Garden
3;Leon Davenport;Ledok Sambi
1;Leon Davenport;Water Park Bandung Indah
5;Leon Davenport;Kebun Binatang Bandung
5;Leon Davenport;Taman Begonia
2;Leon Davenport;Kampung Batik Gedong Semarang
3;Leon Davenport;Bukit Jamur
2;Leon Davenport;Taman Keputran
3;Leon Davenport;Bukit Jamur
1;Leon Davenport;Dago Dreampark
1;Julie Rubio;Taman Pandanaran
4;Julie Rubio;Jogja Bay Pirates Adventure Waterpark
3;Julie Rubio;Gereja Katedral Santo Petrus Bandung
1;Julie Rubio;Monumen Tugu Pahlawan
3;Julie Rubio;Jakarta Planetarium
1;Julie Rubio;Museum Gunung Merapi
1;Julie Rubio;Air Terjun Semirang
3;Julie Rubio;Alun-Alun Kota Bandung
3;Julie Rubio;Museum Tekstil
2;Julie Rubio;Museum Bank Indonesia
2;Julie Rubio;Alun Alun Selatan Yogyakarta
5;Julie Rubio;Wisata Kraton Jogja
5;Julie Rubio;Taman Vanda
1;Julie Rubio;Museum Sumpah Pemuda
1;Julie Rubio;Museum Konferensi Asia Afrika
4;Julie Rubio;Surabaya Museum (Gedung Siola)
5;Julie Rubio;Jogja Bay Pirates Adventure Waterpark
4;Julie Rubio;Taman Menteng
3;Julie Rubio;Bumi Perkemahan Batu Kuda
5;Julie Rubio;Puncak Gunung Api Purba - Nglanggeran
4;Julie Rubio;Museum Taman Prasasti
3;Julie Rubio;Pantai Pulang Sawal
1;Julie Rubio;Pantai Marina
1;Julie Rubio;Patung Buddha Empat Rupa
1;Julie Rubio;Jembatan Kota Intan
3;Mac Richards;Kota Tua
3;Mac Richards;Museum Benteng Vredeburg Yogyakarta
5;Mac Richards;Green Village Gedangsari
5;Mac Richards;Pantai Baron
5;Mac Richards;Waterboom PIK (Pantai Indah Kapuk)
4;Mac Richards;Dago Dreampark
3;Mac Richards;Happyfarm Ciwidey
5;Mac Richards;Gunung Lalakon
4;Mac Richards;Masjid Al-Imtizaj
1;Mac Richards;Bentara Budaya Yogyakarta (BBY)
1;Mac Richards;Bukit Gantole Cililin
4;Mac Richards;Pasar Kebon Empring Bintaran
4;Mac Richards;Sungai Palayangan
5;Mac Richards;Taman Miniatur Kereta Api
3;Mac Richards;Pasar Petak Sembilan
5;Mac Richards;Pantai Congot
3;Mac Richards;Taman Film
1;Mac Richards;Food Junction Grand Pakuwon
4;Mac Richards;Grojogan Watu Purbo Bangunrejo
1;Mac Richards;Taman Buah Surabaya
3;Mac Richards;Taman Lalu Lintas Ade Irma Suryani Nasution
1;Mac Richards;Semarang Chinatown
4;Mac Richards;Klenteng Sanggar Agung
5;Mac Richards;House of Sampoerna
3;Mac Richards;Air Mancur Menari
4;Mac Richards;Setu Babakan
2;Mac Richards;Candi Gedong Songo
2;Mac Richards;The Great Asia Africa
4;Mac Richards;Kawasan Punclut
4;Cathy Meza;Perkebunan Teh Malabar
1;Cathy Meza;Lawang Sewu
4;Cathy Meza;Rabbit Town
2;Cathy Meza;The Lodge Maribaya
1;Cathy Meza;Bukit Lintang Sewu
3;Cathy Meza;Studio Alam Gamplong
4;Cathy Meza;Curug Cimahi
2;Cathy Meza;The Lost World Castle
2;Cathy Meza;Monumen Kapal Selam
1;Cathy Meza;Kebun Binatang Surabaya
2;Cathy Meza;Lawang Sewu
5;Cathy Meza;Museum Fatahillah
3;Cathy Meza;Sungai Palayangan
1;Cathy Meza;Taman Air Mancur Menari Kenjeran
2;Cathy Meza;Wisata Alam Kalibiru
4;Cathy Meza;Desa Wisata Tembi
1;Cathy Meza;Museum Sri Baduga
4;Cathy Meza;Pantai Ria Kenjeran
3;Cathy Meza;Gunung Papandayan
3;Cathy Meza;Studio Alam Gamplong
1;Cathy Meza;De Mata Museum Jogja
2;Cathy Meza;Taman Pandanaran
4;Cathy Meza;Pantai Sanglen
1;Cathy Meza;NuArt Sculpture Park
4;Cathy Meza;Museum Sri Baduga
3;Cathy Meza;Museum Perangko
2;Cathy Meza;Gereja Katedral
1;Cathy Meza;Pantai Jungwok
5;Cathy Meza;Rainbow Garden
5;Cathy Meza;Glamping Lakeside Rancabali
2;Neil Ramirez;Dusun Bambu
1;Neil Ramirez;Klenteng Jin De Yuan
4;Neil Ramirez;Goa Rong
3;Neil Ramirez;Taman Vanda
5;Neil Ramirez;Pantai Greweng
3;Neil Ramirez;Taman Legenda Keong Emas
5;Neil Ramirez;Taman Impian Jaya Ancol
4;Neil Ramirez;Lawang Sewu
4;Neil Ramirez;Ledok Sambi
1;Neil Ramirez;Pantai Kesirat
3;Neil Ramirez;Museum Tengah Kebun
4;Neil Ramirez;Museum Pos Indonesia
1;Neil Ramirez;Pelabuhan Marina
1;Neil Ramirez;Taman Ekspresi Dan Perpustakaan
5;Neil Ramirez;Ocean Ecopark
2;Neil Ramirez;Pantai Kesirat
5;Neil Ramirez;Wisata Kraton Jogja
2;Neil Ramirez;Museum Seni Rupa dan Kramik
5;Neil Ramirez;Museum Sumpah Pemuda
1;Neil Ramirez;Alun Alun Selatan Yogyakarta
1;Neil Ramirez;Pantai Kesirat
3;Neil Ramirez;Taman Mundu
4;Neil Ramirez;Old City 3D Trick Art Museum
5;Neil Ramirez;Taman Hutan Tebet
1;Neil Ramirez;Taman Hutan Tebet
3;Neil Ramirez;Jakarta Aquarium dan Safari
5;Neil Ramirez;Bukit Wisata Pulepayung
5;Neil Ramirez;Happyfarm Ciwidey
4;Neil Ramirez;Kampung Wisata Dipowinatan
5;Ronda Proctor;Kampoeng Rawa
3;Ronda Proctor;Taman Flora Bratang Surabaya
1;Ronda Proctor;Air Terjun Kali Pancur
5;Ronda Proctor;Bukit Bintang Yogyakarta
3;Ronda Proctor;Pantai Ngrenehan
2;Ronda Proctor;House of Sampoerna
3;Ronda Proctor;Hutan Bambu Keputih
1;Ronda Proctor;Museum Sri Baduga
1;Ronda Proctor;House of Sampoerna
3;Ronda Proctor;Pantai Cipta
2;Ronda Proctor;Skyrink - Mall Taman Anggrek
4;Ronda Proctor;Trans Studio Bandung
5;Ronda Proctor;Masjid Agung Ungaran
5;Ronda Proctor;Candi Gedong Songo
1;Ronda Proctor;Kawasan Malioboro
3;Ronda Proctor;Curug Cimahi
1;Ronda Proctor;Pantai Depok Jogja
1;Ronda Proctor;Masjid Nasional Al-Akbar
5;Ronda Proctor;Curug Aseupan
1;Ronda Proctor;Goa Rancang Kencono
5;Ronda Proctor;Keraton Surabaya
3;Ronda Proctor;Kenjeran Park
4;Ronda Proctor;Museum Sumpah Pemuda
3;Ronda Proctor;Goa Cerme
4;Ronda Proctor;Museum Geologi Bandung
5;Ronda Proctor;Alun-Alun Kota Bandung
3;Ronda Proctor;Freedom Library
2;Ronda Proctor;Skyrink - Mall Taman Anggrek
3;Ronda Proctor;Candi Borobudur
3;Ronda Proctor;Taman Suropati
5;Ronda Proctor;Gembira Loka Zoo
4;Ronda Proctor;Curug Cimahi
3;Ronda Proctor;Perkebunan Teh Malabar
2;Ronda Proctor;Bandros City Tour
5;Ronda Proctor;Pantai Ngandong
1;Ronda Proctor;Taman Ismail Marzuki
3;Ronda Proctor;Wot Batu
4;Ronda Proctor;Taman Balai Kota Bandung
4;Ronda Proctor;Ledok Sambi
4;Ronda Proctor;Taman Pintar Yogyakarta
3;Ronda Proctor;Surabaya North Quay
4;Ronda Proctor;Rumah Sipitung
3;Ronda Proctor;Pantai Cipta
1;Morgan Mccarthy;Galaxy Waterpark Jogja
5;Morgan Mccarthy;Alive Museum Ancol
5;Morgan Mccarthy;Tugu Proklamasi
5;Morgan Mccarthy;Atlantis Land Surabaya
3;Morgan Mccarthy;Puncak Pinus Becici
5;Morgan Mccarthy;Kota Mini
1;Morgan Mccarthy;Pantai Timang
2;Morgan Mccarthy;Gua Maria Kerep Ambarawa
1;Morgan Mccarthy;Masjid Istiqlal
3;Morgan Mccarthy;Jembatan Merah
3;Morgan Mccarthy;Tafso Barn
4;Morgan Mccarthy;Jogja Exotarium
2;Morgan Mccarthy;Museum Satria Mandala
3;Morgan Mccarthy;Chingu Cafe Little Seoul
1;Morgan Mccarthy;Pantai Kesirat
4;Morgan Mccarthy;Curug Dago
5;Morgan Mccarthy;Mall Thamrin City
3;Morgan Mccarthy;Pantai Kukup
1;Morgan Mccarthy;Hutan Pinus Kayon
2;Morgan Mccarthy;Taman Hutan Raya Ir. H. Juanda
1;Morgan Mccarthy;Puncak Kebun Buah Mangunan
3;Morgan Mccarthy;Pantai Wediombo
1;Morgan Mccarthy;Taman Hutan Tebet
2;Morgan Mccarthy;Gunung Papandayan
1;Morgan Mccarthy;Museum Ullen Sentalu
5;Morgan Mccarthy;Saung Angklung Mang Udjo
3;Morgan Mccarthy;Gunung Papandayan
1;Morgan Mccarthy;Taman Pandanaran
4;Morgan Mccarthy;Pantai Pok Tunggal
5;Morgan Mccarthy;Taman Pandanaran
4;Morgan Mccarthy;Goa Cerme
2;Morgan Mccarthy;Candi Donotirto
5;Morgan Mccarthy;The Lodge Maribaya
2;Clay Watts;Situ Patenggang
4;Clay Watts;Curug Malela
5;Clay Watts;Pantai Patihan
1;Clay Watts;Monumen Nasional
1;Clay Watts;Goa Pindul
1;Clay Watts;Taman Film
2;Clay Watts;Puncak Pinus Becici
2;Clay Watts;Curug Malela
2;Clay Watts;Pantai Pok Tunggal
4;Clay Watts;Freedom Library
2;Clay Watts;Green Village Gedangsari
4;Clay Watts;Tugu Pal Putih Jogja
1;Clay Watts;Curug Tilu Leuwi Opat
5;Clay Watts;Masjid Raya Bandung
1;Clay Watts;Desa Wisata Kelor
3;Clay Watts;Kawasan Wisata Sosrowijayan
4;Clay Watts;Monumen Batik Yogyakarta
1;Clay Watts;Taman Kupu-Kupu Cihanjuang
5;Clay Watts;Candi Sewu
2;Clay Watts;The World Landmarks - Merapi Park Yogyakarta
3;Clay Watts;Pura Giri Natha
1;Clay Watts;Kebun Teh Nglinggo
5;Clay Watts;Taman Budaya Yogyakarta
1;Clay Watts;Happyfarm Ciwidey
5;Clay Watts;Gua Belanda
5;Clay Watts;Pantai Indrayanti
3;Clay Watts;Wisata Kampung Krisan Clapar
4;Clay Watts;Kampung Wisata Sosro Menduran
4;Clay Watts;Museum Kereta Ambarawa
1;Clay Watts;Umbul Sidomukti
2;Clay Watts;Pantai Ancol
4;Clay Watts;Desa Wisata Pulesari
2;Clay Watts;Pasar Baru
4;Clay Watts;Taman Pintar Yogyakarta
2;Clay Watts;Hutan Pinus Asri
1;Clay Watts;Bukit Bintang
3;Clay Watts;Grand Indonesia Mall
3;Clay Watts;Monumen Bambu Runcing Surabaya
4;Clay Watts;Curug Tilu Leuwi Opat
3;Clay Watts;Museum Sepuluh Nopember Kota Surabaya
1;Clay Watts;Air Mancur Menari
5;Oren Marshall;Jurang Tembelan Kanigoro
1;Oren Marshall;Monumen Palagan Ambarawa
1;Oren Marshall;Desa Wisata Tembi
1;Oren Marshall;Lawangwangi Creative Space
3;Oren Marshall;Grand Indonesia Mall
5;Oren Marshall;Atlantis Land Surabaya
1;Oren Marshall;Desa Wisata Gamplong
1;Oren Marshall;Tebing Karaton
2;Oren Marshall;Curug Anom
5;Oren Marshall;Pantai Kukup
2;Oren Marshall;Sudut Pandang Bandung
1;Oren Marshall;Monumen Perjuangan Rakyat Jawa Barat
3;Oren Marshall;Masjid Raya Bandung
1;Oren Marshall;Museum Tengah Kebun
2;Oren Marshall;Museum Konferensi Asia Afrika
2;Oren Marshall;Wisata Alam Wana Wisata Penggaron
3;Oren Marshall;Sindu Kusuma Edupark (SKE)
2;Oren Marshall;Kota Tua
2;Oren Marshall;Tebing Karaton
5;Oren Marshall;Pantai Jogan
4;Oren Marshall;Tebing Breksi
5;Oren Marshall;Stone Garden Citatah
2;Oren Marshall;Kampung Korea Bandung
5;Oren Marshall;GunungTangkuban perahu
3;Oren Marshall;Kota Tua
3;Oren Marshall;Taman Buah Surabaya
2;Oren Marshall;Pantai Kesirat
5;Oren Marshall;Kampung Wisata Kadipaten
4;Oren Marshall;Taman Mundu
3;Oren Marshall;Curug Anom
1;Oren Marshall;Wisata Lereng Kelir
3;Oren Marshall;Ocean Ecopark
5;Oren Marshall;Kauman Pakualaman Yogyakarta
5;Oren Marshall;Bukit Lintang Sewu
2;Oren Marshall;Pantai Indrayanti
2;Oren Marshall;Pantai Kesirat
2;Oren Marshall;Pasar Taman Puring
2;Oren Marshall;Rumah Batik
2;Oren Marshall;Taman Hutan Raya Ir. H. Djuanda
1;Jamie Allison;Ciputra Waterpark
2;Jamie Allison;Gunung Papandayan
3;Jamie Allison;Pantai Ancol
4;Jamie Allison;Kawasan Malioboro
3;Jamie Allison;Umbul Sidomukti
1;Jamie Allison;Kebun Binatang Ragunan
5;Jamie Allison;Grand Maerakaca
2;Jamie Allison;Museum Pos Indonesia
4;Jamie Allison;Gunung Manglayang
5;Jamie Allison;Kampung Cina
5;Jamie Allison;Bandros City Tour
3;Jamie Allison;Taman Kupu-Kupu Cihanjuang
4;Jamie Allison;Semarang Contemporary Art Gallery
4;Jamie Allison;Kampung Wisata Rejowinangun
5;Jamie Allison;Taman Impian Jaya Ancol
1;Jamie Allison;Pantai Ngrenehan
5;Jamie Allison;Taman Tabanas
5;Jamie Allison;Pantai Ancol
2;Jamie Allison;Kauman Pakualaman Yogyakarta
1;Jamie Allison;Wisata Alam Kalibiru
2;Jamie Allison;Museum Nike Ardilla
5;Jamie Allison;Umbul Sidomukti
1;Jamie Allison;Taman Sejarah Bandung
4;Jamie Allison;Jogja Exotarium
4;Jamie Allison;GunungTangkuban perahu
5;Jamie Allison;Happyfarm Ciwidey
1;Jamie Allison;Bandros City Tour
4;Jamie Allison;Taman Menteng
1;Jamie Allison;Upside Down World Bandung
1;Jamie Allison;Taman Ayodya
1;Jamie Allison;Kawah Putih
5;Arnulfo Petty;Jogja Exotarium
2;Arnulfo Petty;Gereja Katedral
3;Arnulfo Petty;Peta Park
3;Arnulfo Petty;Puncak Segoro
5;Arnulfo Petty;Puncak Gunung Api Purba - Nglanggeran
3;Arnulfo Petty;Semarang Chinatown
3;Arnulfo Petty;Sumur Gumuling
2;Arnulfo Petty;Wisata Lereng Kelir
5;Arnulfo Petty;Pasar Beringharjo
5;Arnulfo Petty;Monumen Nasional
2;Arnulfo Petty;Klenteng Jin De Yuan
1;Arnulfo Petty;"Bukit Paralayang, Watugupit"
5;Arnulfo Petty;Pasar Taman Puring
4;Arnulfo Petty;Keraton Yogyakarta
4;Arnulfo Petty;Pantai Krakal
2;Arnulfo Petty;Taman Ismail Marzuki
2;Arnulfo Petty;Pesona Nirwana Waterpark & Cottages
5;Arnulfo Petty;Ciwangun Indah Camp Official
3;Arnulfo Petty;Skyrink - Mall Taman Anggrek
4;Arnulfo Petty;Pulau Pramuka
2;Arnulfo Petty;Pasar Kebon Empring Bintaran
1;Arnulfo Petty;Gunung Manglayang
3;Arnulfo Petty;Freedom Library
4;Arnulfo Petty;Pasar Seni
4;Arnulfo Petty;Semarang Contemporary Art Gallery
3;Arnulfo Petty;Keraton Yogyakarta
1;Arnulfo Petty;Taman Kasmaran
3;Arnulfo Petty;Pantai Ngobaran
3;Arnulfo Petty;Geoforest Watu Payung Turunan
5;Arnulfo Petty;Candi Sewu
2;Arnulfo Petty;Galeri Nasional Indonesia
4;Arnulfo Petty;Tirto Argo Siwarak
5;Oliver Ball;Bendung Lepen
1;Oliver Ball;Masjid Pusdai
4;Oliver Ball;Bukit Panguk Kediwung
4;Oliver Ball;Museum Sumpah Pemuda
1;Oliver Ball;Wisata Eling Bening
4;Oliver Ball;Taman Situ Lembang
5;Oliver Ball;Taman Menteng
3;Oliver Ball;Wisata Kaliurang
1;Oliver Ball;Istana Negara Republik Indonesia
2;Oliver Ball;Taman Budaya Yogyakarta
5;Oliver Ball;Surabaya North Quay
3;Oliver Ball;Candi Prambanan
1;Oliver Ball;Masjid Istiqlal
5;Oliver Ball;Sumur Gumuling
4;Oliver Ball;Museum Nasional
3;Oliver Ball;Klenteng Sanggar Agung
1;Oliver Ball;Goa Rong
5;Oliver Ball;Taman Pandanaran
3;Oliver Ball;Taman Spathodea
3;Oliver Ball;Museum Bank Indonesia
1;Oliver Ball;Goa Pindul
5;Oliver Ball;Museum Gunung Merapi
1;Oliver Ball;Bandros City Tour
5;Oliver Ball;Embung Tambakboyo
1;Oliver Ball;Museum Bahari Jakarta
2;Oliver Ball;The Lost World Castle
5;Oliver Ball;Bukit Jamur
2;Oliver Ball;Situs Warungboto
5;Oliver Ball;Museum Gedung Sate
2;Oliver Ball;Taman Tabanas
5;Oliver Ball;Saung Angklung Mang Udjo
5;Oliver Ball;Gumuk Pasir Parangkusumo
2;Oliver Ball;Puncak Kebun Buah Mangunan
1;Oliver Ball;Surabaya North Quay
4;Ahmad Boyer;Water Park Bandung Indah
2;Ahmad Boyer;Taman Sungai Mudal
5;Ahmad Boyer;The Great Asia Africa
3;Ahmad Boyer;Museum Nike Ardilla
4;Ahmad Boyer;Monumen Batik Yogyakarta
2;Ahmad Boyer;Taman Ayodya
1;Ahmad Boyer;Wisata Alam Mangrove Angke
1;Ahmad Boyer;Taman Hutan Raya Ir. H. Juanda
4;Ahmad Boyer;Taman Spathodea
4;Ahmad Boyer;Upside Down World Bandung
3;Ahmad Boyer;Semarang Contemporary Art Gallery
4;Ahmad Boyer;Pantai Glagah
3;Ahmad Boyer;Gua Maria Kerep Ambarawa
1;Ahmad Boyer;Taman Budaya Yogyakarta
4;Ahmad Boyer;Gereja Katedral Santo Petrus Bandung
5;Ahmad Boyer;Tebing Karaton
4;Ahmad Boyer;Pecinan Glodok
5;Ahmad Boyer;Kampoeng Kopi Banaran
5;Ahmad Boyer;Desa Wisata Gamplong
1;Ahmad Boyer;Gunung Lalakon
4;Ahmad Boyer;Kebun Binatang Ragunan
2;Ahmad Boyer;Puncak Segoro
1;Ahmad Boyer;Hutan Mangrove Kulon Progo
3;Ahmad Boyer;Bukit Lintang Sewu
1;Ahmad Boyer;Museum De Javasche Bank
5;Ahmad Boyer;Upside Down World Bandung
1;Ahmad Boyer;Grand Indonesia Mall
2;Ahmad Boyer;Pasar Petak Sembilan
2;Ahmad Boyer;Pura Giri Natha
3;Ahmad Boyer;Rumah Batik
3;Ahmad Boyer;Kota Mini
2;Ahmad Boyer;Kawasan Kuliner BSM
5;Ahmad Boyer;Museum Nasional
3;Ahmad Boyer;NuArt Sculpture Park
3;Ahmad Boyer;Pantai Maron
4;Tom Gamble;Desa Wisata Tembi
5;Tom Gamble;Pantai Baron
5;Tom Gamble;Museum Taman Prasasti
1;Tom Gamble;Kampung Pelangi
3;Tom Gamble;Desa Wisata Kelor
5;Tom Gamble;Masjid Muhammad Cheng Hoo
4;Tom Gamble;Kota Mini
4;Tom Gamble;Farm House Susu Lembang
4;Tom Gamble;Taman Pintar Yogyakarta
2;Tom Gamble;Kampung Wisata Dipowinatan
1;Tom Gamble;Wisata Kraton Jogja
2;Tom Gamble;Pantai Sadranan
2;Tom Gamble;Pantai Timang
3;Tom Gamble;Pantai Sadranan
4;Tom Gamble;Goa Cerme
2;Tom Gamble;Kawah Rengganis Cibuni
3;Tom Gamble;Bukit Wisata Pulepayung
5;Tom Gamble;Museum Kesehatan Dr. Adhyatma
3;Tom Gamble;Museum Benteng Vredeburg Yogyakarta
5;Tom Gamble;La Kana Chapel
4;Tom Gamble;Taman Flora Bratang Surabaya
4;Tom Gamble;Museum Kereta Ambarawa
5;Tom Gamble;Monumen Yogya Kembali
1;Tom Gamble;Goa Pindul
3;Tom Gamble;Museum Geologi Bandung
2;Tom Gamble;Rumah Sipitung
2;Tom Gamble;Pasar Kebon Empring Bintaran
2;Tom Gamble;Selasar Sunaryo Art Space
2;Tom Gamble;Curug Cilengkrang
5;Tom Gamble;Kampung Cina
4;Tom Gamble;Wisata Lereng Kelir
1;Tom Gamble;Pantai Kukup
5;Tom Gamble;Desa Wisata Pulesari
2;Tom Gamble;Curug Cipanas
4;Tom Gamble;Pantai Marina
3;Lee Charles;Museum Mandala Wangsit Siliwangi
1;Lee Charles;Wot Batu
3;Lee Charles;Pantai Kukup
2;Lee Charles;Air Terjun Kali Pancur
1;Lee Charles;Flower Farm Setiya Aji
2;Lee Charles;Pantai Marina
4;Lee Charles;Taman Buah Surabaya
5;Lee Charles;Wisata Eling Bening
1;Lee Charles;Masjid Pusdai
1;Lee Charles;Rainbow Garden
5;Lee Charles;Museum Bahari Jakarta
1;Lee Charles;Desa Wisata Kelor
4;Lee Charles;Museum Bahari Jakarta
5;Lee Charles;Gua Pawon
5;Lee Charles;Pantai Timang
4;Lee Charles;Bunker Kaliadem Merapi
3;Lee Charles;Taman Air Mancur Menari Kenjeran
4;Lee Charles;Balai Kota Surabaya
4;Lee Charles;Watu Lumbung
3;Lee Charles;Museum Sumpah Pemuda
4;Lee Charles;Taman Lansia
2;Lee Charles;Masjid Kapal Semarang
3;Lee Charles;Desa Wisata Sungai Code Jogja Kota
4;Lee Charles;Kota Mini
1;Lee Charles;Klenteng Sanggar Agung
5;Lee Charles;Umbul Sidomukti
1;Lee Charles;Wot Batu
4;Lee Charles;Pantai Samas
4;Lee Charles;Pantai Timang
4;Wes Walls;Gedung Agung Yogyakarta
2;Wes Walls;Taman Lalu Lintas Ade Irma Suryani Nasution
2;Wes Walls;Museum Tengah Kebun
5;Wes Walls;Candi Donotirto
4;Wes Walls;Waterpark Kenjeran Surabaya
3;Wes Walls;Museum Mandala Wangsit Siliwangi
4;Wes Walls;Pantai Drini
2;Wes Walls;Pantai Ngobaran
4;Wes Walls;Curug Malela
2;Wes Walls;Caringin Tilu
1;Wes Walls;Klenteng Jin De Yuan
4;Wes Walls;Taman Mundu
1;Wes Walls;Water Blaster Bukit Candi Golf
4;Wes Walls;Kampung Wisata Taman Sari
